,구분,?�균,?�년
2069,2021-03-18,561,271
2070,2021-03-19,561,271
2071,2021-03-22,535,271
2072,2021-03-23,569,271
2073,2021-03-24,569,271
2074,2021-03-25,563,272
2075,2021-03-26,563,273
2076,2021-03-29,536,273
2077,2021-03-30,536,273
2078,2021-03-31,536,283
2079,2021-04-01,536,262
2080,2021-04-02,541,263
2081,2021-04-05,536,263
2082,2021-04-06,536,263
2083,2021-04-07,536,262
2084,2021-04-08,449,260
2085,2021-04-09,449,259
2086,2021-04-12,449,259
2087,2021-04-13,449,259
2088,2021-04-14,449,267
2089,2021-04-15,483,263
2090,2021-04-16,483,264
2091,2021-04-19,483,264
2092,2021-04-20,483,265
2093,2021-04-21,483,265
2094,2021-04-22,499,269
2095,2021-04-23,499,269
2096,2021-04-26,483,271
2097,2021-04-27,483,273
2098,2021-04-28,483,275
2099,2021-04-29,483,280
2100,2021-04-30,479,284
2101,2021-05-03,479,283
2102,2021-05-04,479,285
2103,2021-05-06,434,288
2104,2021-05-07,434,298
2105,2021-05-10,434,306
2106,2021-05-11,434,307
2107,2021-05-12,434,308
2108,2021-05-13,411,308
2109,2021-05-14,411,311
2110,2021-05-17,401,312
2111,2021-05-18,401,314
2112,2021-05-20,406,316
2113,2021-05-21,406,322
2114,2021-05-24,403,324
2115,2021-05-25,403,323
2116,2021-05-26,403,323
2117,2021-05-27,356,323
2118,2021-05-28,359,316
2119,2021-05-31,376,321
2120,2021-06-01,376,321
2121,2021-06-02,379,322
2122,2021-06-03,351,309
2123,2021-06-04,331,359
2124,2021-06-07,327,378
2125,2021-06-08,327,384
2126,2021-06-09,317,383
2127,2021-06-10,314,360
2128,2021-06-11,299,361
2129,2021-06-14,316,370
2130,2021-06-15,316,376
2131,2021-06-16,316,375
2132,2021-06-17,306,441
2133,2021-06-18,311,442
2134,2021-06-21,311,440
2135,2021-06-22,311,439
2136,2021-06-23,311,445
2137,2021-06-24,311,445
2138,2021-06-25,304,445
2139,2021-06-28,288,457
2140,2021-06-29,285,457
2141,2021-06-30,278,448
2142,2021-07-01,295,447
2143,2021-07-02,288,451
2144,2021-07-05,279,453
2145,2021-07-06,279,457
2146,2021-07-07,287,470
2147,2021-07-08,294,480
2148,2021-07-09,294,479
2149,2021-07-12,291,479
2150,2021-07-13,291,479
2151,2021-07-14,291,478
2152,2021-07-15,291,486
2153,2021-07-16,291,488
2154,2021-07-19,274,489
2155,2021-07-20,274,471
2156,2021-07-21,274,462
2157,2021-07-22,271,458
2158,2021-07-23,271,470
2159,2021-07-26,271,427
2160,2021-07-27,271,421
2161,2021-07-28,271,424
2162,2021-07-29,269,429
2163,2021-07-30,269,439
2164,2021-08-02,266,463
2165,2021-08-03,266,469
2166,2021-08-04,284,512
2167,2021-08-05,274,522
2168,2021-08-06,274,528
2169,2021-08-09,291,508
2170,2021-08-10,291,477
2171,2021-08-11,291,478
2172,2021-08-12,291,475
2173,2021-08-13,291,497
2174,2021-08-17,296,500
2175,2021-08-18,296,497
2176,2021-08-19,309,493
2177,2021-08-20,309,482
2178,2021-08-23,309,474
2179,2021-08-24,309,472
2180,2021-08-25,309,512
2181,2021-08-26,323,512
2182,2021-08-27,307,512
2183,2021-08-30,307,514
2184,2021-08-31,318,509
2185,2021-09-01,318,509
2186,2021-09-02,318,508
2187,2021-09-03,318,507
2188,2021-09-06,318,503
2189,2021-09-07,318,498
2190,2021-09-08,318,495
2191,2021-09-09,318,492
2192,2021-09-10,318,494
2193,2021-09-13,318,500
2194,2021-09-14,318,500
2195,2021-09-15,318,496
2196,2021-09-16,341,494
2197,2021-09-17,341,494
2198,2021-09-23,341,493
2199,2021-09-24,341,495
2200,2021-09-27,341,497
2201,2021-09-28,341,495
2202,2021-09-29,341,490
2203,2021-09-30,335,472
2204,2021-10-01,335,467
2205,2021-10-05,335,466
2206,2021-10-06,335,464
2207,2021-10-07,336,462
2208,2021-10-08,336,452
2209,2021-10-12,336,442
2210,2021-10-13,336,436
2211,2021-10-14,336,431
2212,2021-10-15,336,427
2213,2021-10-18,336,460
2214,2021-10-19,336,457
2215,2021-10-20,336,450
2216,2021-10-21,336,448
2217,2021-10-22,336,449
2218,2021-10-25,336,448
2219,2021-10-26,336,446
2220,2021-10-27,336,446
2221,2021-10-28,336,444
2222,2021-10-29,336,442
2223,2021-11-01,336,442
2224,2021-11-02,336,443
2225,2021-11-03,336,443
2226,2021-11-04,336,443
2227,2021-11-05,336,438
2228,2021-11-08,336,436
2229,2021-11-09,336,433
2230,2021-11-10,336,430
2231,2021-11-11,336,426
2232,2021-11-12,336,412
2233,2021-11-15,336,409
2234,2021-11-16,336,399
2235,2021-11-17,336,394
2236,2021-11-18,338,373
2237,2021-11-19,338,368
2238,2021-11-22,338,355
2239,2021-11-23,338,365
2240,2021-11-24,338,341
2241,2021-11-25,336,339
2242,2021-11-26,333,331
2243,2021-11-29,333,328
2244,2021-11-30,333,328
2245,2021-12-01,341,315
2246,2021-12-02,344,307
2247,2021-12-06,353,299
2248,2021-12-07,353,295
2249,2021-12-08,353,294
2250,2021-12-09,361,290
2251,2021-12-10,370,286
2252,2021-12-13,371,282
2253,2021-12-14,341,275
2254,2021-12-15,355,273
2255,2021-12-16,361,269
2256,2021-12-17,361,269
2257,2021-12-20,361,269
2258,2021-12-21,365,270
2259,2021-12-22,365,273
2260,2021-12-23,408,272
2261,2021-12-24,408,273
2262,2021-12-27,416,271
2263,2021-12-28,416,270
2264,2021-12-29,483,268
2265,2021-12-30,500,255
2266,2021-12-31,500,254
2267,2022-01-03,530,251
2268,2022-01-04,530,250
2269,2022-01-05,483,249
2270,2022-01-06,325,245
2271,2022-01-07,306,245
2272,2022-01-10,283,251
2273,2022-01-11,283,245
2274,2022-01-12,283,242
2275,2022-01-13,283,246
2276,2022-01-14,283,248
2277,2022-01-17,283,251
2278,2022-01-18,283,254
2279,2022-01-19,283,256
2280,2022-01-20,283,261
2281,2022-01-21,479,264
2282,2022-01-24,495,267
2283,2022-01-25,495,270
2284,2022-01-26,495,271
2285,2022-01-27,495,283
2286,2022-01-28,495,287
2287,2022-02-03,495,291
2288,2022-02-04,495,295
2289,2022-02-07,495,298
2290,2022-02-08,513,299
2291,2022-02-09,513,300
2292,2022-02-10,496,301
2293,2022-02-11,496,301
2294,2022-02-14,496,283
2295,2022-02-15,496,285
2296,2022-02-16,496,286
2297,2022-02-17,545,288
2298,2022-02-18,545,290
2299,2022-02-21,545,293
2300,2022-02-22,545,294
2301,2022-02-23,545,295
2302,2022-02-24,531,296
2303,2022-02-25,531,301
2304,2022-02-28,496,301
2305,2022-03-02,524,302
2306,2022-03-03,524,302
2307,2022-03-04,524,303
2308,2022-03-07,524,303
2309,2022-03-08,524,303
2310,2022-03-10,510,303
2311,2022-03-11,510,299
2312,2022-03-14,510,299
2313,2022-03-15,510,299
2314,2022-03-16,510,303
2315,2022-03-17,510,303
2316,2022-03-18,510,303
2317,2022-03-21,510,304
2318,2022-03-22,512,304
2319,2022-03-23,512,304
2320,2022-03-24,508,304
2321,2022-03-25,508,305
2322,2022-03-28,508,306
2323,2022-03-29,508,306
2324,2022-03-30,510,306
2325,2022-03-31,524,318
2326,2022-04-01,524,284
2327,2022-04-04,542,274
2328,2022-04-05,547,274
2329,2022-04-06,547,274
2330,2022-04-07,532,274
2331,2022-04-08,532,271
2332,2022-04-11,561,271
2333,2022-04-12,561,270
2334,2022-04-13,561,270
2335,2022-04-14,541,270
2336,2022-04-15,541,276
2337,2022-04-18,541,274
2338,2022-04-19,541,275
2339,2022-04-20,544,275
2340,2022-04-21,587,275
2341,2022-04-22,587,275
2342,2022-04-25,590,282
2343,2022-04-26,578,283
2344,2022-04-27,578,284
2345,2022-04-28,601,286
2346,2022-04-29,621,291
2347,2022-05-02,621,292
2348,2022-05-03,620,291
2349,2022-05-04,624,291
2350,2022-05-06,624,292
2351,2022-05-09,630,300
2352,2022-05-10,630,304
2353,2022-05-11,630,311
2354,2022-05-12,630,313
2355,2022-05-13,623,314
2356,2022-05-16,623,312
2357,2022-05-17,618,312
2358,2022-05-18,618,316
2359,2022-05-19,580,317
2360,2022-05-20,580,321
2361,2022-05-23,540,322
2362,2022-05-24,535,323
2363,2022-05-25,535,323
2364,2022-05-26,547,324
2365,2022-05-27,547,330
2366,2022-05-30,544,321
2367,2022-05-31,530,326
2368,2022-06-02,554,326
2369,2022-06-03,554,328
2370,2022-06-07,545,355
2371,2022-06-08,545,365
2372,2022-06-09,484,384
2373,2022-06-10,484,389
2374,2022-06-13,484,388
2375,2022-06-14,484,382
2376,2022-06-15,480,371
2377,2022-06-16,489,374
2378,2022-06-17,489,389
2379,2022-06-20,490,395
2380,2022-06-21,490,368
2381,2022-06-22,490,395
2382,2022-06-23,503,458
2383,2022-06-24,503,459
2384,2022-06-27,503,454
2385,2022-06-28,503,464
2386,2022-06-29,494,465
2387,2022-06-30,473,465
2388,2022-07-01,473,465
2389,2022-07-04,480,485
2390,2022-07-05,473,484
2391,2022-07-06,473,475
2392,2022-07-07,427,475
2393,2022-07-08,427,479
2394,2022-07-11,427,483
2395,2022-07-12,427,476
2396,2022-07-13,427,477
2397,2022-07-14,423,479
2398,2022-07-15,440,476
2399,2022-07-18,440,477
2400,2022-07-19,440,485
2401,2022-07-20,438,487
2402,2022-07-21,428,511
2403,2022-07-22,428,507
2404,2022-07-25,400,507
2405,2022-07-26,400,506
2406,2022-07-27,400,503
2407,2022-07-28,414,475
2408,2022-07-29,410,472
2409,2022-08-01,410,502
2410,2022-08-02,410,510
2411,2022-08-03,410,513
2412,2022-08-04,410,559
2413,2022-08-05,410,562
2414,2022-08-08,410,563
2415,2022-08-09,423,535
2416,2022-08-10,423,535
2417,2022-08-11,424,534
2418,2022-08-12,424,496
2419,2022-08-16,431,499
2420,2022-08-17,431,505
2421,2022-08-18,423,534
2422,2022-08-19,423,538
2423,2022-08-22,423,507
2424,2022-08-23,423,511
2425,2022-08-24,423,500
2426,2022-08-25,450,500
2427,2022-08-26,450,501
2428,2022-08-29,450,506
2429,2022-08-30,450,506
2430,2022-08-31,450,504
2431,2022-09-01,462,506
2432,2022-09-02,462,509
2433,2022-09-05,462,510
2434,2022-09-06,462,509
2435,2022-09-07,462,508
2436,2022-09-08,428,504
2437,2022-09-13,425,499
2438,2022-09-14,418,496
2439,2022-09-15,418,495
2440,2022-09-16,418,503
2441,2022-09-19,403,507
2442,2022-09-20,412,504
2443,2022-09-21,423,495
2444,2022-09-22,415,489
2445,2022-09-23,415,483
2446,2022-09-26,415,486
2447,2022-09-27,415,491
2448,2022-09-28,415,496
2449,2022-09-29,415,498
2450,2022-09-30,415,484
2451,2022-10-04,415,478
2452,2022-10-05,415,475
2453,2022-10-06,453,477
2454,2022-10-07,453,478
2455,2022-10-11,453,478
2456,2022-10-12,453,475
2457,2022-10-13,453,465
2458,2022-10-14,453,464
2459,2022-10-17,453,462
